,type,registration,operator,country,cat,new_date,new_fatalities
3931,Douglas C-47B (DC-3),43-49635,USAAF,China,A1,2045-07-05,6
3932,Douglas R4D-5S (DC-3),17130,US Navy,USA,A1,2045-07-05,6
3933,Douglas Dakota III (DC-3),KG740,RAF,USA,A1,2045-07-05,6
3934,Douglas Dakota IV (DC-3),KN568,RAF,Myanmar,A1,2045-07-05,6
3935,Douglas C-47B (DC-3),43-48600,USAAF,France,A1,2045-07-05,6
3936,Curtiss C-46A,43-47126,USAAF,China,A1,2045-07-06,4
3937,Douglas C-47B (DC-3),NZ3529,New Zealand AF,Vanuatu,A1,2045-07-06,0
3938,Douglas C-47B (DC-3),43-16183,USAAF,USA,A1,2045-07-06,6
3939,Douglas C-47A (DC-3),42-100709,USAAF,Unknown country,A1,2045-07-06,6
3940,Curtiss C-46A,42-96571,USAAF,China,A1,2045-07-07,6
3941,Curtiss C-46A,42-96710,USAAF,Unknown country,A1,2045-07-07,6
3942,Douglas Dakota IV (DC-3),KN208,RAF,Myanmar,A1,2045-07-07,6
3943,Douglas C-47A (DC-3),42-93381,USAAF,China,A1,2045-07-08,6
3944,Consolidated C-109,44-49063,USAAF,China,A1,2045-07-08,6
3945,Douglas C-47B (DC-3),6847,South African AF,South Africa,A1,2045-07-08,1
3946,Douglas Dakota IV (DC-3),KN319,RAF,Myanmar,A1,2045-07-08,6
3947,Consolidated Catalina,VH-URT,RAF,Kenya,A1,2045-07-08,6
3948,Curtiss C-46D,44-78142,USAAF,India,A1,2045-07-09,6
3949,Douglas C-47 (DC-3),42-32834,USAAF,USA,A1,2045-07-09,6
3950,Douglas Dakota III (DC-3),FZ648,RAF,India,A1,2045-07-09,6
3951,Douglas C-47A (DC-3),42-24209,USAAF,Egypt,A1,2045-07-09,6
3952,Curtiss C-46A,42-61055,USAAF,India,A1,2045-07-10,6
3953,Douglas C-47B (DC-3),43-16221,USAAF,Philippines,A1,2045-07-10,6
3954,Curtiss C-46A,41-24744,USAAF,India,A1,2045-07-11,6
3955,Curtiss C-46D,44-78070,USAAF,Unknown country,A1,2045-07-11,6
3956,Douglas C-47A (DC-3),6812,South African AF,Kenya,A1,2045-07-11,28
3957,Consolidated PBY-5A Catalina,33973,US Navy,USA,A1,2045-07-11,6
3958,Douglas DC-3-201C,NC25647,Eastern Air Lines,USA,A1,2045-07-12,1
3959,Douglas Dakota III (DC-3),KG575,RAF,Bangladesh,A1,2045-07-12,0
3960,Douglas C-47A (DC-3),NZ3521,New Zealand AF,Solomon Isl.,A1,2045-07-12,0
3961,Douglas C-47A (DC-3),42-108977,USAAF,Unknown country,A1,2045-07-12,6
3962,Douglas C-54A (DC-4),41-107437,USAAF,USA,A1,2045-07-13,0
3963,Curtiss C-46D,44-78252,USAAF,Unknown country,A1,2045-07-13,6
3964,Douglas Dakota IV (DC-3),KN562,RAF,Bangladesh,A1,2045-07-13,6
3965,Douglas Dakota IV (DC-3),KN457,RAF,Myanmar,A1,2045-07-13,5
3966,Douglas C-47A (DC-3),42-92830,USAAF,Philippines,A1,2045-07-13,6
3967,Curtiss C-46A,43-47294,USAAF,Myanmar,A1,2045-07-14,5
3968,Curtiss C-46A,42-107331,USAAF,India,A1,2045-07-14,2
3969,Curtiss C-46D,44-78164,USAAF,Myanmar,A1,2045-07-15,6
3970,Douglas C-53D Skytrooper (DC-3),42-68782,USAAF,USA,A1,2045-07-15,6
3971,Douglas C-47A (DC-3),43-15460,USAAF,Philippines,A1,2045-07-15,6
3972,Douglas C-47A (DC-3),43-15885,USAAF,China,A1,2045-07-16,1
3973,Curtiss C-46D,44-77557,USAAF,USA,A1,2045-07-16,2
3974,Douglas R4D-5 (DC-3),17185,USMC,Japan,A1,2045-07-16,6
3975,Douglas C-47A (DC-3),42-100453,USAAF,India,A1,2045-07-16,6
3976,Douglas Dakota IV (DC-3),KN249,RAF,Pakistan,A1,2045-07-16,6
3977,Curtiss C-46D,42-96782,USAAF,Unknown country,A1,2045-07-17,6
3978,Curtiss C-46D,44-77767,USAAF,Philippines,A1,2045-07-17,8
3979,Consolidated C-109,44-49628,USAAF,India,A1,2045-07-17,4
3980,Curtiss C-46D,42-101138,USAAF,Unknown country,A1,2045-07-18,6
3981,Douglas C-47B (DC-3),43-49752,USAAF,China,A1,2045-07-19,6
3982,Douglas C-47A (DC-3),42-108905,USAAF,Germany,A1,2045-07-20,6
3983,Douglas C-54E (DC-4),44-9026,USAAF,USA,A1,2045-07-20,4
3984,Douglas Dakota III (DC-3),KG539,RAF,India,A1,2045-07-21,6
3985,Curtiss C-46D,44-78306,USAAF,China,A1,2045-07-21,1
3986,Douglas C-47A (DC-3),43-15437,USAAF,Philippines,A1,2045-07-21,6
3987,Douglas Dakota IV (DC-3),KN613,RAF,Myanmar,A1,2045-07-21,6
3988,Douglas C-47A (DC-3),42-24223,USAAF,Unknown country,A1,2045-07-21,6
3989,Douglas C-47A (DC-3),43-15234,USAAF,Unknown country,A1,2045-07-21,6
3990,Curtiss C-46A,42-96761,USAAF,India,A1,2045-07-22,6
3991,PB2B-2 Catalina,A24-308,RAAF,Indonesia,C1,2045-07-22,6
3992,Consolidated C-109,42-51424,USAAF,India,A1,2045-07-22,6
3993,Consolidated C-87,44-39273,USAAF,India,A1,2045-07-22,6
3994,Curtiss C-46D,42-101185,USAAF,China,A1,2045-07-23,6
3995,Martin PBM-5 Mariner,59071,US Navy,Japan,A1,2045-07-23,6
3996,Douglas C-47A (DC-3),43-15269,USAAF,Unknown country,A1,2045-07-23,6
3997,Curtiss C-46A,43-47152,USAAF,China,A1,2045-07-24,6
3998,Douglas C-47B (DC-3),44-76233,USAAF,China,A1,2045-07-24,6
3999,Douglas C-47A (DC-3),42-108982,USAAF,U.K.,A1,2045-07-24,8
4000,Douglas Dakota IV (DC-3),KN530,RAF,Philippines,A1,2045-07-24,6
4001,Curtiss C-46D,42-101199,USAAF,Myanmar,A1,2045-07-24,0
4002,Curtiss C-46D,42-101220,USAAF,China,A1,2045-07-25,6
4003,Douglas TC-47B (DC-3),44-76612,USAAF,USA,A1,2045-07-25,13
4004,Douglas Dakota IV (DC-3),KN556,RAF,Myanmar,A1,2045-07-25,5
4005,Douglas C-47B (DC-3),43-48733,USAAF,China,A1,2045-07-25,6
4006,Curtiss C-46A,43-47335,USAAF,China,A1,2045-07-26,6
4007,Douglas C-47B (DC-3),43-49133,USAAF,China,A1,2045-07-26,6
4008,Douglas C-47A (DC-3),42-101010,USAAF,France,A1,2045-07-26,6
4009,Douglas Dakota III (DC-3),KN505,RAF,Unknown country,A1,2045-07-26,6
4010,Curtiss C-46D,44-78202,USAAF,China,A1,2045-07-27,6
4011,Curtiss C-46D,44-77454,USAAF,Unknown country,A1,2045-07-27,6
4012,Curtiss C-46A,42-107375,USAAF,U.A.E.,A1,2045-07-27,3
4013,Douglas C-47B (DC-3),43-16359,USAAF,Myanmar,A1,2045-07-27,6
4014,Douglas C-47A (DC-3),42-92681,USAAF,Unknown country,A1,2045-07-27,6
4015,Douglas R4D-6 (DC-3),50750,US Navy,Philippines,A1,2045-07-28,6
4016,Consolidated C-109,44-49017,USAAF,China,A1,2045-07-28,6
4017,Consolidated C-109,44-48890,USAAF,Bangladesh,A1,2045-07-28,4
4018,Douglas C-47A (DC-3),42-92891,USAAF,France,A1,2045-07-29,6
4019,Douglas C-47A (DC-3),43-16018,USAAF,Italy,A1,2045-07-29,6
4020,Curtiss C-46A,42-61031,USAAF,Libya,A1,2045-07-30,6
4021,Curtiss C-46D,44-77896,USAAF,Myanmar,A1,2045-07-30,6
4022,Curtiss C-46D,44-77745,USAAF,Unknown country,A1,2045-07-30,6
4023,Curtiss C-46D,44-77495,USAAF,Unknown country,A1,2045-07-30,6
4024,Curtiss C-46D,42-96816,USAAF,Myanmar,A1,2045-07-30,6
4025,Consolidated C-109,44-48999,USAAF,India,A1,2045-07-30,4
4026,Douglas C-47A (DC-3),42-92677,USAAF,Unknown country,A1,2045-07-30,6
4027,Douglas Dakota IV (DC-3),KJ922,RAF,Myanmar,A1,2045-07-30,5
4028,Douglas C-47B (DC-3),43-16237,USAAF,Philippines,A1,2045-07-31,6
4029,Curtiss C-46D,44-78200,USAAF,Unknown country,A1,2045-08-01,3
4030,PBV-1A Canso A (PBY-5A),11043,RCAF,Canada,A1,2045-08-01,1
4031,OA-10A Canso A (PBY-5A),44-34096,USAAF,USA,A1,2045-08-01,7
4032,Douglas C-47A (DC-3),42-23862,USAAF,Unknown country,A1,2045-08-02,6
4033,Douglas Dakota IV (DC-3),KK140,RAF,India,A1,2045-08-03,6
4034,Sikorsky S-43,NC15066,Pan Am,Martinique,A1,2045-08-03,4
4035,Douglas C-47 (DC-3),41-38657,USAAF,USA,A1,2045-08-03,6
4036,Douglas R4D-5 (DC-3),17232,US Navy,Indonesia,A1,2045-08-04,5
4037,Curtiss C-46A,42-107286,USAAF,China,A1,2045-08-04,6
4038,Douglas C-47A (DC-3),43-15906,USAAF,China,A1,2045-08-04,0
4039,Douglas C-47A (DC-3),42-23958,USAAF,Unknown country,A1,2045-08-04,6
4040,Douglas C-47 (DC-3),41-18505,USAAF,Iceland,A1,2045-08-05,0
4041,Douglas C-47A (DC-3),42-93295,USAAF,Bangladesh,A1,2045-08-05,6
4042,Martin JRM-1 Mars,76819,US Navy,USA,A1,2045-08-05,0
4043,Douglas Dakota IV (DC-3),KJ953,RAF,India,A1,2045-08-05,6
4044,Curtiss C-46D,44-78444,USAAF,Myanmar,A1,2045-08-06,6
4045,Consolidated C-109,44-49704,USAAF,India,A1,2045-08-06,4
4046,Douglas C-47A (DC-3),43-30715,USAAF,Unknown country,A1,2045-08-06,6
4047,Curtiss C-46D,44-78445,USAAF,China,A1,2045-08-07,6
4048,Consolidated C-87,44-39283,USAAF,China,A1,2045-08-07,6
4049,Douglas C-47A (DC-3),43-15831,USAAF,India,A1,2045-08-07,9
4050,Curtiss C-46A,42-96611,USAAF,Egypt,A1,2045-08-08,6
4051,Curtiss C-46A,42-96739,USAAF,India,A1,2045-08-08,6
4052,PB2B-1 Catalina,A24-205,RAAF,Australia,A1,2045-08-09,6
4053,Curtiss C-46D,44-77398,USAAF,Unknown country,A1,2045-08-09,6
4054,Douglas C-47B (DC-3),44-76238,USAAF,China,A1,2045-08-09,6
4055,Curtiss C-46D,44-78204,USAAF,Unknown country,A1,2045-08-10,6
4056,Curtiss C-46A,43-47069,USAAF,China,A1,2045-08-10,6
4057,Consolidated PBY-5A Catalina,48399,US Navy,Philippines,A1,2045-08-10,6
4058,Consolidated PBY-5A Catalina,46517,US Navy,Philippines,A1,2045-08-10,6
4059,Consolidated PBY-6A Catalina,64012,US Navy,Unknown country,A1,2045-08-10,6
4060,Consolidated Liberator C.VII (C-87),EW618,RAF,Iraq,A1,2045-08-10,6
4061,Douglas DC-2-243,XA-DOT,Mexicana,Mexico,A1,2045-08-11,15
4062,Curtiss C-46D,44-77478,USAAF,Unknown country,A1,2045-08-11,6
4063,Douglas C-47A (DC-3),43-15687,USAAF,USA,A1,2045-08-11,1
4064,Douglas R4D-1 (DC-3),4704,US Navy,USA,A1,2045-08-11,6
4065,Junkers Ju-52/3mg8e,7U+NL,Norwegian AF,Norway,A1,2045-08-11,0
4066,Douglas C-47A (DC-3),42-100477,USAAF,Philippines,A1,2045-08-12,6
4067,Douglas C-47A (DC-3),43-15446,USAAF,Philippines,A1,2045-08-12,6
4068,Douglas C-47A (DC-3),42-100622,USAAF,Philippines,U1,2045-08-12,6
4069,Curtiss C-46D,44-77788,USAAF,Philippines,A1,2045-08-12,6
4070,Curtiss C-46D,44-78112,USAAF,Japan,A1,2045-08-13,6
4071,Curtiss C-46D,42-101225,USAAF,Myanmar,A1,2045-08-13,6
4072,Douglas C-47A (DC-3),43-15230,USAAF,P.N. Guinea,A1,2045-08-13,6
4073,OA-10A Canso A (PBY-5A),44-34080,USAAF,Japan,C1,2045-08-13,6
4074,Curtiss C-46D,44-78454,USAAF,Unknown country,A1,2045-08-14,6
4075,Douglas Dakota III (DC-3),KG611,RAF,U.K.,A1,2045-08-14,6
4076,Curtiss C-46D,44-78221,USAAF,Myanmar,A1,2045-08-15,3
4077,Curtiss C-46A,42-96789,USAAF,China,A1,2045-08-16,6
4078,Douglas C-47A (DC-3),43-15226,USAAF,Trinidad & Tobago,A1,2045-08-16,6
4079,Douglas C-47A (DC-3),43-15441,USAAF,Philippines,A1,2045-08-16,6
4080,Douglas Dakota III (DC-3),FL603,RAF,India,A1,2045-08-17,9
4081,Douglas C-47A (DC-3),A65-7,RAAF,Indonesia,A1,2045-08-17,0
4082,PB2B-2 Catalina,A24-370,RAAF,Indonesia,A1,2045-08-18,6
4083,Douglas R4D-6 (DC-3),17261,US Navy,USA,A1,2045-08-18,6
4084,Consolidated C-87,44-39213,USAAF,Switzerland,A1,2045-08-18,4
4085,Douglas R4D-5 (DC-3),39085,USMC,P.N. Guinea,A1,2045-08-18,6
4086,Douglas C-47A (DC-3),43-15919,USAAF,China,A1,2045-08-18,6
4087,Curtiss C-46A,43-47392,USAAF,India,A1,2045-08-20,6
4088,Consolidated C-87,43-30617,USAAF,U.K.,A1,2045-08-20,6
4089,Douglas Dakota IV (DC-3),KN429,RAF,Italy,A1,2045-08-20,6
4090,Douglas C-47A (DC-3),42-93254,USAAF,Italy,A1,2045-08-21,6
4091,Douglas C-47A (DC-3),43-15478,USAAF,Unknown country,A1,2045-08-21,6
4092,Douglas C-47A (DC-3),42-92733,USAAF,U.K.,A1,2045-08-22,6
4093,Curtiss C-46D,42-101156,USAAF,Unknown country,A1,2045-08-23,6
4094,Douglas C-47 (DC-3),ZS-DKS,Soviet AF,China,A1,2045-08-23,6
4095,Lockheed 18 Lodestar,F-ARTK,"Minist̬re de l'Air, DTI",Algeria,A1,2045-08-23,6
4096,Curtiss R5C-1 (C-46A),39536,US Navy,USA,O1,2045-08-23,0
4097,Douglas C-47A (DC-3),42-93229,USAAF,Unknown country,A1,2045-08-23,6
4098,Douglas Dakota IV (DC-3),KN288,RAF,U.K.,A1,2045-08-24,6
4099,Curtiss C-46D,42-101079,USAAF,Unknown country,A1,2045-08-25,6
4100,Budd RB-1 Conestoga,NC45357,National Skyway Freight,USA,A1,2045-08-25,0
4101,Douglas R4D-5 (DC-3),17137,USMC,USA,A1,2045-08-25,6
4102,Douglas Dakota IV (DC-3),KN548,RAF,U.K.,A1,2045-08-25,6
4103,Curtiss C-46A,42-101130,USAAF,India,A1,2045-08-26,6
4104,Douglas C-47A (DC-3),42-92037,USAAF,Pacific Ocean,A1,2045-08-26,2
4105,Douglas C-47A (DC-3),43-15904,USAAF,China,A1,2045-08-26,6
4106,Lockheed 18 Lodestar,NC25636,Continental Air Lines,USA,O1,2045-08-27,6
4107,Curtiss C-46D,44-77338,USAAF,Unknown country,A1,2045-08-27,6
4108,Douglas C-54B (DC-4),42-72332,USAAF,Philippines,A1,2045-08-27,6
4109,Douglas C-47A (DC-3),43-15439,USAAF,Unknown country,A1,2045-08-27,6
4110,Douglas C-47A (DC-3),42-100717,USAAF,Pacific Ocean,A1,2045-08-28,19
4111,Curtiss C-46D,44-78129,USAAF,Unknown country,A1,2045-08-29,6
4112,Douglas C-47B (DC-3),43-16176,USAAF,China,A1,2045-08-29,6
4113,Douglas Dakota IV (DC-3),KN510,RAF,Italy,A1,2045-08-29,6
4114,Consolidated 28-5ME Catalina,A24-1,RAAF,Australia,A1,2045-08-30,0
4115,Douglas Dakota IV (DC-3),KJ974,RAF,France,A1,2045-08-30,14
4116,Curtiss C-46A,43-47003,USAAF,India,A1,2045-08-31,6
4117,Douglas C-47A (DC-3),43-15913,USAAF,China,A1,2045-08-31,0
4118,Curtiss C-46D,44-78125,USAAF,Unknown country,A1,2045-09-03,6
4119,Curtiss R5C-1 (C-46),50692,USMC,Guam,A1,2045-09-03,0
4120,Douglas C-47A (DC-3),42-93301,USAAF,Unknown country,A1,2045-09-03,6
4121,Curtiss C-46F,44-78705,USAAF,USA,A1,2045-09-04,6
4122,Douglas C-47B (DC-3),44-76251,USAAF,China,A1,2045-09-04,6
4123,Consolidated C-87,44-39264,USAAF,India,A1,2045-09-04,6
4124,Consolidated C-87,44-39294,USAAF,India,A1,2045-09-04,6
4125,Consolidated C-87,44-39298,USAAF,India,A1,2045-09-04,6
4126,Curtiss C-46D,44-78472,USAAF,Unknown country,A1,2045-09-05,6
4127,Douglas Dakota IV (DC-3),KP235,RAF,France,A1,2045-09-05,17
4128,Douglas Dakota IV (DC-3),KN532,RAF,Myanmar,A1,2045-09-05,31
4129,Curtiss C-46D,44-77759,USAAF,Unknown country,A1,2045-09-06,6
4130,Douglas Dakota IV (DC-3),KK118,RAF,Myanmar,A1,2045-09-06,26
4131,Douglas C-47A (DC-3),42-23860,USAAF,Philippines,A1,2045-09-06,30
4132,Douglas Dakota III (DC-3),FD954,RAF,Myanmar,A1,2045-09-06,6
4133,Douglas Dakota IV (DC-3),KN280,RAF,Myanmar,A1,2045-09-06,6
4134,Douglas C-47 (DC-3),41-18670,USAAF,Unknown country,A1,2045-09-06,6
4135,Douglas DC-3-201G,NC33631,Eastern Air Lines,USA,A1,2045-09-07,22
4136,Douglas Dakota IV (DC-3),KN584,RAF,Myanmar,A1,2045-09-07,16
4137,Douglas Dakota IV (DC-3),KN593,RAF,Myanmar,A1,2045-09-08,41
4138,Curtiss C-46D,44-77391,USAAF,Unknown country,A1,2045-09-09,6
4139,Curtiss C-46A,42-3608,USAAF,India,A1,2045-09-09,6
4140,Curtiss C-46A,43-47134,USAAF,China,A1,2045-09-09,6
4141,Douglas C-47B (DC-3),NZ3540,New Zealand AF,Indonesia,O1,2045-09-09,0
4142,Amiot AAC.1 (Ju-52),F-BAJP,Air France,France,U1,2045-09-10,6
4143,Douglas C-47A (DC-3),42-93731,USAAF,Puerto Rico,A1,2045-09-10,6
4144,Curtiss C-46D,44-77450,USAAF,Unknown country,A1,2045-09-11,6
4145,Douglas C-47A (DC-3),A65-56,RAAF,P.N. Guinea,A1,2045-09-11,19
4146,Consolidated C-109,44-49351,USAAF,China,A1,2045-09-11,0
4147,Douglas R4D-5 (DC-3),17115,US Navy,Unknown country,A1,2045-09-11,6
4148,Douglas Dakota IV (DC-3),KJ850,RAF,Myanmar,A1,2045-09-11,6
4149,Douglas C-54G (DC-4),45-526,USAAF,China,A1,2045-09-11,4
4150,Douglas C-47A (DC-3),A65-38,RAAF,P.N. Guinea,A1,2045-09-12,0
4151,Douglas C-53D Skytrooper (DC-3),42-68699,USAAF,France,A2,2045-09-12,6
4152,Douglas C-47B (DC-3),43-16223,USAAF,Unknown country,U1,2045-09-12,6
4153,Douglas C-47A (DC-3),43-16103,USAAF,Philippines,A1,2045-09-12,6
4154,Douglas Dakota IV (DC-3),KJ902,RAF,Myanmar,A1,2045-09-12,8
4155,Lockheed 18 Lodestar,NC33349,National Airlines,USA,A1,2045-09-13,0
4156,Curtiss C-46D,42-101147,USAAF,Unknown country,A1,2045-09-13,6
4157,Curtiss C-46A,42-107344,USAAF,Pakistan,O1,2045-09-13,6
4158,Curtiss C-46D,44-78280,USAAF,China,A1,2045-09-13,6
4159,Douglas C-47A (DC-3),43-15492,USAAF,Unknown country,A1,2045-09-13,6
4160,Douglas C-47A (DC-3),43-15411,USAAF,Unknown country,A1,2045-09-13,6
4161,Curtiss C-46D,44-78436,USAAF,China,A1,2045-09-14,6
4162,Douglas Dakota IV (DC-3),KN348,RAF,Philippines,A1,2045-09-14,6
4163,Douglas Dakota IV (DC-3),KN615,RAF,Myanmar,A1,2045-09-15,6
4164,Douglas C-47B (DC-3),45-1011,USAAF,USA,A1,2045-09-15,23
4165,Curtiss C-46D,44-78361,USAAF,Unknown country,A1,2045-09-16,6
4166,Douglas Dakota III (DC-3),FL610,RAF,Indian Ocean,A1,2045-09-16,0
4167,Curtiss C-46A,42-96765,USAAF,Unknown country,A1,2045-09-17,6
4168,Curtiss C-46D,44-78248,USAAF,Unknown country,A1,2045-09-17,6
4169,Douglas C-47B (DC-3),43-49914,USAAF,Japan,A1,2045-09-17,5
4170,Lockheed C-69 Constellation,42-94551,USAAF,USA,A1,2045-09-18,6
4171,Douglas C-47B (DC-3),A65-61,RAAF,Indonesia,A1,2045-09-18,29
4172,Curtiss C-46A,42-61043,USAAF,China,A1,2045-09-18,6
4173,Douglas C-47A (DC-3),42-23466,USAAF,Germany,A1,2045-09-18,6
4174,Douglas C-47A (DC-3),42-93311,USAAF,Unknown country,A1,2045-09-18,6
4175,Douglas C-47B (DC-3),44-76249,USAAF,Unknown country,A1,2045-09-18,6
4176,Curtiss C-46D,44-78503,USAAF,Unknown country,A1,2045-09-19,6
4177,Curtiss C-46D,44-77455,USAAF,Unknown country,A1,2045-09-19,6
4178,Curtiss C-46D,44-77494,USAAF,Unknown country,A1,2045-09-19,6
4179,Douglas C-47A (DC-3),A65-6,RAAF,Pacific Ocean,A1,2045-09-19,0
4180,Douglas Dakota III (DC-3),KG538,RAF,India,A1,2045-09-19,0
4181,Douglas C-47A (DC-3),42-108928,USAAF,P.N. Guinea,A1,2045-09-19,6
4182,Douglas C-47A (DC-3),42-93237,USAAF,Unknown country,A1,2045-09-19,6
4183,Douglas C-47A (DC-3),42-93744,USAAF,China,A1,2045-09-20,6
4184,Douglas C-47A (DC-3),43-15723,USAAF,USA,A1,2045-09-20,6
4185,Curtiss C-46D,44-77321,USAAF,Unknown country,A1,2045-09-21,6
4186,Short Sunderland GR.3,DV966,RAF,U.K.,O1,2045-09-21,0
4187,Curtiss C-46D,44-77795,USAAF,Unknown country,A1,2045-09-21,6
4188,Curtiss C-46A,43-47148,USAAF,China,A1,2045-09-21,6
4189,Short Sunderland GR.3,DV965,RAF,U.K.,O1,2045-09-21,0
4190,Douglas C-47A (DC-3),42-93769,USAAF,Unknown country,A1,2045-09-21,6
4191,Douglas C-47A (DC-3),42-100814,USAAF,Germany,A1,2045-09-22,6
4192,Curtiss C-46D,44-78329,USAAF,Unknown country,A1,2045-09-22,6
4193,Curtiss C-46D,44-78455,USAAF,Japan,A1,2045-09-22,2
4194,Douglas C-47B (DC-3),NZ3526,New Zealand AF,Pacific Ocean,A1,2045-09-24,20
4195,Curtiss C-46D,44-77771,USAAF,Unknown country,A1,2045-09-25,6
4196,Douglas Dakota IV (DC-3),KK172,RAF,Thailand,A1,2045-09-25,0
4197,Douglas C-49J (DC-3-454),NC19939,TWA,USA,A2,2045-09-26,0
4198,Curtiss C-46D,44-78352,USAAF,Pacific Ocean,A1,2045-09-26,6
4199,Douglas Dakota III (DC-3),FL526,RAF,Myanmar,A1,2045-09-26,4
4200,Douglas Dakota III (DC-3),FL555,RAF,Bangladesh,A1,2045-09-27,0
4201,Douglas C-47A (DC-3),43-15036,USAAF,Unknown country,A1,2045-09-27,6
4202,Douglas C-47B (DC-3),43-16182,USAAF,China,A1,2045-09-27,6
4203,Curtiss C-46D,42-101183,USAAF,China,A1,2045-09-28,20
4204,Douglas Dakota III (DC-3),KG560,RAF,Indonesia,A1,2045-09-28,0
4205,Douglas C-47A (DC-3),6809,South African AF,South Africa,A1,2045-09-28,9
4206,Douglas C-47B (DC-3),43-16350,USAAF,China,A1,2045-09-28,6
4207,Curtiss C-46D,44-77447,USAAF,Unknown country,A1,2045-09-29,6
4208,Douglas C-47B (DC-3),43-16422,USAAF,China,A1,2045-09-29,3
4209,Douglas C-47A (DC-3),42-92923,USAAF,Unknown country,A1,2045-09-29,6
4210,Douglas R5D-1 (DC-4),39180,US Navy,Guam,A1,2045-09-30,7
4211,Curtiss C-46D,44-77944,USAAF,Unknown country,A1,2045-09-30,6
4212,Curtiss C-46D,44-77317,USAAF,P.N. Guinea,A1,2045-09-30,0
4213,Lockheed C-60-LO Lodestar,FC-AXM,"Minist̬re de l'Air, DTI",Libya,A1,2045-09-30,6
4214,Douglas C-47B (DC-3),43-49905,USAAF,Japan,A1,2045-09-30,6
4215,Douglas C-47A (DC-3),43-15455,USAAF,Unknown country,A1,2045-09-30,6
4216,Douglas R4D-6 (DC-3),50830,US Navy,USA,A1,2045-09-30,6
4217,Curtiss C-46D,44-78504,USAAF,Unknown country,A1,1945-09-01,6
4218,Douglas Dakota IV (DC-3),KN594,RAF,Myanmar,A1,2045-10-01,0
4219,Douglas C-47B (DC-3),43-48878,USAAF,Germany,A1,2045-10-01,6
4220,Douglas Dakota III (DC-3),FL613,RAF,Unknown country,U1,2045-10-01,6
4221,Curtiss C-46D,44-77504,USAAF,Unknown country,A1,2045-10-02,6
4222,Douglas Dakota III (DC-3),KG513,RAF,U.K.,O1,2045-10-02,0
4223,PBV-1A Canso A (PBY-5A),FT999,RAF,Canada,A1,2045-10-02,0
4224,Douglas Dakota III (DC-3),FZ691,RAF,U.K.,A1,2045-10-02,0
4225,Douglas Dakota IV (DC-3),KN526,RAF,India,A1,2045-10-03,0
4226,Short Sunderland GR.5,PP158,RAF,Malaysia,A1,2045-10-03,0
4227,Lockheed 18 Lodestar,NC18199,National Airlines,USA,A1,2045-10-05,2
4228,Douglas C-47B (DC-3),43-49646,USAAF,China,A1,2045-10-05,6
4229,Curtiss C-46A,41-5190,USAAF,USA,A1,2045-10-05,4
4230,Short Sunderland GR.5,PP111,RAF,U.K.,A1,2045-10-05,0
4231,Douglas Dakota IV (DC-3),KK123,RAF,Myanmar,A1,2045-10-06,6
4232,Curtiss C-46A,42-107374,USAAF,Morocco,A1,2045-10-07,6
4233,Curtiss C-46D,44-77924,USAAF,Unknown country,A1,2045-10-07,6
4234,Douglas Dakota III (DC-3),KG412,RAF,Norway,A1,2045-10-07,0
4235,Douglas C-47A (DC-3),43-15874,USAAF,China,A1,2045-10-07,6
4236,Douglas Dakota IV (DC-3),KN698,RAF,Libya,A1,2045-10-09,0
4237,Lockheed 18 Lodestar,NZ3511,New Zealand AF,New Zealand,A1,2045-10-09,0
4238,Curtiss C-46D,44-78490,USAAF,P.N. Guinea,A1,2045-10-10,5
4239,PB2B-2 Catalina,A24-365,RAAF,Indonesia,A1,2045-10-10,6
4240,Douglas C-47B (DC-3),43-16292,USAAF,Unknown country,A1,2045-10-10,6
4241,Lockheed 18 Lodestar,NC15555,National Airlines,USA,A1,2045-10-11,0
4242,Douglas Dakota C.3 (DC-3),KG433,RCAF,U.K.,A1,2045-10-11,4
4243,Curtiss C-46F,44-78591,USAAF,China,A1,2045-10-12,59
4244,Douglas C-47B (DC-3),43-49678,USAAF,India,A1,2045-10-12,6
4245,Douglas C-47A (DC-3),42-100640,USAAF,U.K.,A1,2045-10-13,7
4246,Douglas C-47B (DC-3),476473,Soviet AF,Czech Rep.,A1,2045-10-13,6
4247,Douglas C-47B (DC-3),43-49754,USAAF,Pacific Ocean,A1,2045-10-13,6
4248,Douglas C-47B (DC-3),43-49768,USAAF,Unknown country,A1,2045-10-13,6
4249,Curtiss C-46D,44-77380,USAAF,Unknown country,A1,2045-10-14,6
4250,Curtiss C-46D,44-78259,USAAF,Unknown country,A1,2045-10-15,6
4251,Douglas Dakota IV (DC-3),KN306,RAF,Myanmar,A1,2045-10-15,0
4252,Short Sunderland GR.5,NJ277,RAF,Malaysia,A1,2045-10-15,22
4253,Douglas Dakota IV (DC-3),KN246,RAF,Myanmar,A1,2045-10-16,0
4254,Douglas C-47A (DC-3),42-92929,USAAF,Pacific Ocean,A1,2045-10-16,12
4255,Douglas C-47 (DC-3),41-38664,USAAF,Unknown country,A1,2045-10-16,6
4256,Curtiss C-46D,44-77786,USAAF,Unknown country,A1,2045-10-17,6
4257,Douglas Dakota III (DC-3),FL529,RAF,Thailand,A1,2045-10-17,0
4258,Douglas Dakota III (DC-3),KG514,RAF,U.K.,A1,2045-10-17,0
4259,Avro 685 York C.1,MW161,RAF,U.K.,A1,2045-10-17,0
